3.530000000000000000e+02,9.236585617065429688e+00
3.510000000000000000e+02,9.302350282669067383e+00
3.510000000000000000e+02,9.366245508193969727e+00
3.500000000000000000e+02,9.439726114273071289e+00
3.510000000000000000e+02,9.488782405853271484e+00
3.510000000000000000e+02,9.541191101074218750e+00
3.500000000000000000e+02,9.612309217453002930e+00
3.490000000000000000e+02,9.685538530349731445e+00
3.490000000000000000e+02,9.746853828430175781e+00
3.490000000000000000e+02,9.797500610351562500e+00
3.490000000000000000e+02,9.865985155105590820e+00
3.490000000000000000e+02,9.918642282485961914e+00
3.490000000000000000e+02,9.989744663238525391e+00
3.490000000000000000e+02,1.002241921424865723e+01
3.530000000000000000e+02,1.007307839393615723e+01
3.550000000000000000e+02,1.012447047233581543e+01
3.610000000000000000e+02,1.019630837440490723e+01
3.650000000000000000e+02,1.028689074516296387e+01
3.670000000000000000e+02,1.033022046089172363e+01
3.750000000000000000e+02,1.047039914131164551e+01
3.760000000000000000e+02,1.051358270645141602e+01
3.790000000000000000e+02,1.090358996391296387e+01
3.780000000000000000e+02,1.120485019683837891e+01
3.790000000000000000e+02,1.131560230255126953e+01
3.790000000000000000e+02,1.136312246322631836e+01
3.790000000000000000e+02,1.140151286125183105e+01
3.800000000000000000e+02,1.145444965362548828e+01
3.810000000000000000e+02,1.149557209014892578e+01
3.810000000000000000e+02,1.155539846420288086e+01
3.810000000000000000e+02,1.160528373718261719e+01
3.830000000000000000e+02,1.177698445320129395e+01
3.830000000000000000e+02,1.195081782341003418e+01
3.820000000000000000e+02,1.205149102210998535e+01
3.820000000000000000e+02,1.210223531723022461e+01
3.810000000000000000e+02,1.218358612060546875e+01
3.810000000000000000e+02,1.225220441818237305e+01
3.820000000000000000e+02,1.233524608612060547e+01
3.820000000000000000e+02,1.237591385841369629e+01
3.830000000000000000e+02,1.243825173377990723e+01
3.810000000000000000e+02,1.248574423789978027e+01
3.800000000000000000e+02,1.253918695449829102e+01
3.800000000000000000e+02,1.261041355133056641e+01
3.800000000000000000e+02,1.264789915084838867e+01
3.790000000000000000e+02,1.272859907150268555e+01
3.790000000000000000e+02,1.303354716300964355e+01
3.800000000000000000e+02,1.317678070068359375e+01
3.790000000000000000e+02,1.322732496261596680e+01
3.790000000000000000e+02,1.328792643547058105e+01
3.790000000000000000e+02,1.332865571975708008e+01
3.800000000000000000e+02,1.341901278495788574e+01
3.810000000000000000e+02,1.346262049674987793e+01
3.810000000000000000e+02,1.356179308891296387e+01
3.810000000000000000e+02,1.360053277015686035e+01
3.810000000000000000e+02,1.369340133666992188e+01
3.800000000000000000e+02,1.380209064483642578e+01
3.800000000000000000e+02,1.384284400939941406e+01
3.810000000000000000e+02,1.389223885536193848e+01
3.810000000000000000e+02,1.395048975944519043e+01
3.810000000000000000e+02,1.400131011009216309e+01
3.810000000000000000e+02,1.406916308403015137e+01
3.820000000000000000e+02,1.417684078216552734e+01
3.820000000000000000e+02,1.425708580017089844e+01
3.810000000000000000e+02,1.431389856338500977e+01
3.820000000000000000e+02,1.441245079040527344e+01
2.300000000000000000e+02,1.454554080963134766e+01
3.820000000000000000e+02,1.470700263977050781e+01
3.810000000000000000e+02,1.482279109954833984e+01
3.810000000000000000e+02,1.502556610107421875e+01
3.820000000000000000e+02,1.539552116394042969e+01
3.790000000000000000e+02,1.593360042572021484e+01
3.790000000000000000e+02,1.604470205307006836e+01
3.800000000000000000e+02,1.618651485443115234e+01
3.820000000000000000e+02,1.667307496070861816e+01
3.820000000000000000e+02,1.674391508102416992e+01
3.830000000000000000e+02,1.688774728775024414e+01
3.820000000000000000e+02,1.707016706466674805e+01
3.830000000000000000e+02,1.721593499183654785e+01
3.830000000000000000e+02,1.729886078834533691e+01
3.830000000000000000e+02,1.805222868919372559e+01
3.820000000000000000e+02,1.811154079437255859e+01
3.830000000000000000e+02,1.819558620452880859e+01
3.830000000000000000e+02,1.827711153030395508e+01
3.830000000000000000e+02,1.836233162879943848e+01
3.820000000000000000e+02,1.854213809967041016e+01
3.820000000000000000e+02,1.869236660003662109e+01
